is_coint,adf_statistic,p_value,hedge_ratio,intercept,base,target,zero_crossings,half_life,spearman
True,-2.9524458093756274,0.03958,0.04014,0.02293,SKL-USDT,CELR-USDT,0,32.75888,0.212
True,-3.252701886022959,0.01713,5.45657,0.24452,SKL-USDT,OMG-USDT,0,41.30756,0.853
True,-3.2478756836984517,0.01738,-284.94821,129.5346,SKL-USDT,TRB-USDT,0,68.46116,-0.42
True,-3.3309633821654625,0.01355,101.54097,21.50179,SKL-USDT,DASH-USDT,0,26.51421,0.825
True,-3.18662848679381,0.02077,3.80098,0.09747,SKL-USDT,BLUR-USDT,0,27.9841,0.921
True,-2.939378230389154,0.04096,10.87032,4.21898,SKL-USDT,GAS-USDT,0,27.00397,0.577
True,-3.3132787065554274,0.0143,167.19463,13.93691,SKL-USDT,NMR-USDT,0,41.43567,0.716
True,-3.3231487538909668,0.01387,26.87646,2.27162,SKL-USDT,FXS-USDT,0,20.44124,0.868
True,-3.1909499770389793,0.02051,0.08004,0.01744,SKL-USDT,ZIL-USDT,0,24.82185,0.768
True,-3.247244785590708,0.01741,73.65736,2.59811,SKL-USDT,CYBER-USDT,0,24.47133,0.892
True,-3.2295690549548945,0.01834,151.25716,12.87071,SKL-USDT,INJ-USDT,0,36.49134,0.797
True,-3.071086681340305,0.02877,192.48413,14.86473,SKL-USDT,KSM-USDT,0,28.09673,0.814
True,-3.5904655945364934,0.00595,2.0712,0.52436,SKL-USDT,COMBO-USDT,0,21.37733,0.653
True,-3.8796447089611457,0.00219,2.84705,0.58744,SKL-USDT,EOS-USDT,0,20.91934,0.82
True,-3.5079835175921086,0.00778,1.40361,0.22833,SKL-USDT,SXP-USDT,0,21.42992,0.872
True,-3.4599216065480487,0.00908,120.83447,-4.20684,SKL-USDT,PENDLE-USDT,0,27.61826,0.895
True,-3.7964640491832484,0.00294,3.81123,0.64356,SKL-USDT,XTZ-USDT,0,18.86456,0.888
True,-3.1156511099284216,0.02542,0.58899,0.76517,SKL-USDT,SFP-USDT,0,19.26312,0.256
True,-2.8838689273853872,0.04726,0.47859,1.33151,FET-USDT,WAVES-USDT,0,29.44747,0.724
True,-3.338336508137312,0.01325,21.49927,37.9593,SKL-USDT,EGLD-USDT,0,24.30915,0.169
True,-3.561985158599285,0.00653,0.02639,0.04931,FET-USDT,HBAR-USDT,0,23.70788,0.675
True,-3.4641877934265914,0.00896,0.00847,0.02473,FET-USDT,GALA-USDT,0,13.74648,0.646
True,-3.7612826587930894,0.00333,0.86371,3.13297,FET-USDT,GAS-USDT,0,18.5271,0.781
True,-2.9478837034770007,0.04006,0.05702,0.5589,FET-USDT,COMBO-USDT,0,29.47688,0.256
True,-3.1067555144078507,0.02606,0.14308,0.48966,FET-USDT,EOS-USDT,0,27.57252,0.685
True,-3.2198853002077765,0.01886,-3.57333,1.83811,SKL-USDT,ZETA-USDT,0,25.65384,-0.252
True,-3.3005043840789097,0.01486,0.55965,0.06497,SKL-USDT,1000LUNC-USDT,0,23.38878,0.79
True,-4.5153718344431955,0.00018,82.78848,-2.28588,SKL-USDT,UNFI-USDT,0,30.37887,0.858
True,-4.331019383827713,0.00039,0.05878,0.00297,SKL-USDT,STMX-USDT,0,14.66342,0.92
True,-3.0451888436043584,0.03088,12.80481,1.26762,SKL-USDT,IMX-USDT,0,39.53,0.582
True,-3.6037687846097546,0.00569,19.91166,1.16211,SKL-USDT,CAKE-USDT,0,27.94383,0.862
True,-3.2003660854462335,0.01996,1.65972,0.46946,SKL-USDT,LUNA2-USDT,0,12.2818,0.545
True,-3.1728207184586807,0.02161,1.22261,0.426,SKL-USDT,XRP-USDT,0,19.79344,0.8
True,-3.502506787082369,0.00792,0.00472,0.00332,SKL-USDT,LEVER-USDT,0,30.36185,0.087
True,-2.994660814175791,0.0354,1425.48522,477.06176,SKL-USDT,BNB-USDT,0,29.75204,0.678
True,-3.2107396003488553,0.01937,4.46795,0.54446,SKL-USDT,FLOW-USDT,0,24.60685,0.866
True,-3.6360675844211894,0.00511,2.47582,0.34199,SKL-USDT,STORJ-USDT,0,22.87492,0.847
True,-3.4918177524988754,0.0082,15.21226,2.15685,SKL-USDT,MASK-USDT,0,26.53476,0.828
True,-3.466643854780302,0.00889,0.27316,0.00427,SKL-USDT,BEAMX-USDT,0,18.51109,0.851
True,-3.798897866180882,0.00292,-1.91775,1.64989,PEOPLE-USDT,ZETA-USDT,0,22.54743,-0.278
True,-3.3060486730297276,0.01461,0.32682,0.23468,ENJ-USDT,SXP-USDT,0,23.21089,0.84
True,-2.935619539120793,0.04136,0.04073,0.2983,AXS-USDT,LUNA2-USDT,0,11.93349,0.649
True,-3.1309941601429023,0.02434,0.09248,0.78269,CHR-USDT,SFP-USDT,0,18.9415,0.166
True,-3.050924194366112,0.0304,0.045,0.09459,CHR-USDT,HBAR-USDT,0,33.18871,0.39
True,-3.2663823198271498,0.01645,0.01708,0.03843,CHR-USDT,GALA-USDT,0,16.21853,0.42
True,-2.9183865889027754,0.04325,0.01417,0.02168,CHR-USDT,CELR-USDT,0,31.2466,0.498
True,-2.8696305191017193,0.049,18.56432,23.70889,CHR-USDT,DASH-USDT,0,28.73151,0.775
True,-2.9598635233165207,0.03882,-0.08081,0.18988,CHR-USDT,RIF-USDT,0,33.71176,-0.217
True,-2.888121976190656,0.04675,2.19651,4.39035,CHR-USDT,GAS-USDT,0,25.14677,0.61
True,-2.881165005093993,0.04758,36.50109,15.72952,CHR-USDT,NMR-USDT,0,38.71893,0.75
True,-3.1031230986634544,0.02632,-2.43211,9.39931,CHR-USDT,ATOM-USDT,0,27.63984,-0.192
True,-3.3038216991980267,0.01471,0.22982,0.61558,CHR-USDT,COMBO-USDT,0,24.66373,0.304
True,-3.1801391673243184,0.02116,0.46696,0.66595,CHR-USDT,EOS-USDT,0,28.10868,0.684
True,-3.127134123355313,0.02461,1.55823,0.53657,JUP-USDT,IMX-USDT,0,31.09812,0.796
True,-3.059722114839978,0.02968,0.00128,0.00227,JUP-USDT,LEVER-USDT,0,34.12302,0.14
True,-3.611208858139924,0.00555,5.42312,33.60491,JUP-USDT,EGLD-USDT,0,28.49295,0.288
True,-3.1384997730175854,0.02383,1.00086,1.29098,JUP-USDT,WAVES-USDT,0,19.06735,0.869
True,-3.268082356448978,0.01637,0.01404,0.0281,JUP-USDT,GALA-USDT,0,15.08865,0.591
True,-3.1051480234878537,0.02617,0.01018,0.01473,JUP-USDT,CELR-USDT,0,26.11743,0.666
True,-3.3185926257154836,0.01407,1.39331,3.51985,JUP-USDT,GAS-USDT,0,23.59533,0.683
True,-3.031541561967891,0.03205,0.0909,0.58564,JUP-USDT,COMBO-USDT,0,27.9907,0.239
True,-4.121345872107032,0.00089,0.05094,0.02658,JUP-USDT,LOOM-USDT,0,18.49256,0.905
True,-3.5561439212448542,0.00666,1.88571,1.82074,CHR-USDT,WAVES-USDT,0,23.02936,0.853
True,-2.8728305578836664,0.0486,2.6028,1.0047,CHR-USDT,MTL-USDT,0,25.98673,0.855
True,-3.607934810826623,0.00561,0.40996,0.03246,RDNT-USDT,1000LUNC-USDT,0,19.72702,0.728
True,-3.3878628498798657,0.01138,2.16723,38.9739,CHR-USDT,EGLD-USDT,0,23.53921,0.127
True,-3.1662146059704694,0.02203,0.00026,0.00178,AXS-USDT,LEVER-USDT,0,33.72069,0.292
True,-3.55459245350159,0.00669,0.10177,0.14201,AXS-USDT,FLOW-USDT,0,15.14333,0.965
True,-4.579729115510184,0.00014,0.0582,0.1056,AXS-USDT,STORJ-USDT,0,12.449,0.961
True,-3.054486979431403,0.03011,0.00562,-0.01588,AXS-USDT,BEAMX-USDT,0,14.79575,0.88
True,-3.276792487180999,0.01595,1.43001,29.06438,AXS-USDT,EGLD-USDT,0,30.63861,0.4
True,-3.044903294794427,0.03091,0.00758,0.75529,AXS-USDT,SFP-USDT,0,19.92954,0.206
True,-4.205772171383679,0.00064,0.08464,0.31631,AXS-USDT,XTZ-USDT,0,13.56101,0.943
True,-3.4095389466856103,0.01064,0.00306,0.02109,AXS-USDT,GALA-USDT,0,14.68676,0.596
True,-3.035980863619751,0.03167,4.99183,70.23272,AXS-USDT,TRB-USDT,0,79.79034,-0.196
True,-3.0993681676963267,0.0266,0.07262,-0.14161,AXS-USDT,BLUR-USDT,0,33.6364,0.875
True,-3.443863419726933,0.00955,0.55191,0.29666,AXS-USDT,FXS-USDT,0,20.35851,0.922
True,-2.910130897927609,0.04418,0.00196,0.00924,AXS-USDT,ZIL-USDT,0,23.83059,0.868
True,-3.248082967261701,0.01736,0.06707,0.31459,AXS-USDT,EOS-USDT,0,17.55346,0.907
True,-3.8724368926760286,0.00225,0.03186,0.10274,AXS-USDT,SXP-USDT,0,12.67821,0.944
True,-3.1048443328029873,0.0262,2.32974,-11.96415,AXS-USDT,PENDLE-USDT,0,25.67704,0.9
True,-3.256401451858243,0.01694,3.3222,1.24144,CHR-USDT,IMX-USDT,0,27.04657,0.831
True,-3.001643750991228,0.03474,0.18979,0.5408,CHR-USDT,LUNA2-USDT,0,13.63132,0.297
True,-3.397893989743007,0.01103,0.00131,0.00329,CHR-USDT,LEVER-USDT,0,31.12818,0.093
True,-2.9343405455166107,0.0415,0.42084,0.40568,CHR-USDT,STORJ-USDT,0,31.31769,0.752
True,-3.823376765878063,0.00268,-3.49396,2.20908,RDNT-USDT,ZETA-USDT,0,21.49488,-0.21
True,-4.54644687223092,0.00016,2.17801,0.19365,RDNT-USDT,LUNA2-USDT,0,5.41868,0.784
True,-3.2675145109546997,0.01639,0.61043,0.617,ENJ-USDT,EOS-USDT,0,27.03732,0.728
True,-3.3997771944612984,0.01097,0.00202,0.00305,ENJ-USDT,LEVER-USDT,0,31.28506,0.177
True,-3.8412871702671345,0.00251,0.59222,0.3482,ENJ-USDT,STORJ-USDT,0,23.54269,0.843
True,-3.684905871724112,0.00433,3.94211,2.09863,ENJ-USDT,MASK-USDT,0,20.13015,0.891
True,-3.496812897737565,0.00807,0.06712,0.00439,ENJ-USDT,BEAMX-USDT,0,17.33929,0.893
True,-3.358321965708371,0.01246,4.04054,38.36322,ENJ-USDT,EGLD-USDT,0,23.95678,0.16
True,-3.194697649034005,0.02029,0.18235,0.75348,ENJ-USDT,SFP-USDT,0,18.51099,0.328
True,-3.0937522031355136,0.02702,1.81863,1.82838,ENJ-USDT,WAVES-USDT,0,32.53269,0.694
True,-3.364248605188373,0.01224,0.85697,0.67048,ENJ-USDT,XTZ-USDT,0,22.83141,0.827
True,-3.2771280240620495,0.01593,0.01139,0.10494,ENJ-USDT,HBAR-USDT,0,30.89797,0.1
True,-3.3735978266162814,0.01189,0.02632,0.03537,ENJ-USDT,GALA-USDT,0,15.68993,0.539
True,-2.9259806117387885,0.04241,0.01165,0.02238,ENJ-USDT,CELR-USDT,0,32.63991,0.333
True,-2.9127242794534394,0.04389,1.39199,0.23063,ENJ-USDT,OMG-USDT,0,32.01761,0.909
True,-3.124997837466544,0.02476,32.53314,96.83965,ENJ-USDT,TRB-USDT,0,74.93004,-0.272
True,-3.2875624385960553,0.01544,25.09005,21.50174,ENJ-USDT,DASH-USDT,0,24.94433,0.858
True,-2.9527976679523174,0.03954,2.73705,4.20275,ENJ-USDT,GAS-USDT,0,25.58945,0.607
True,-3.2280533242471794,0.01842,46.03734,12.43621,ENJ-USDT,NMR-USDT,0,35.98189,0.811
True,-3.399164051017802,0.01099,6.08433,2.4484,ENJ-USDT,FXS-USDT,0,31.32601,0.828
True,-3.0315417607353505,0.03205,0.01827,0.01792,ENJ-USDT,ZIL-USDT,0,26.07862,0.715
True,-4.08450533601628,0.00103,48.18508,14.66657,ENJ-USDT,KSM-USDT,0,20.87187,0.874
True,-3.466417644076474,0.00889,0.52089,0.52147,ENJ-USDT,COMBO-USDT,0,21.31117,0.629
True,-2.893159470648672,0.04615,1.03928,0.56501,ENJ-USDT,FLOW-USDT,0,28.02342,0.841
True,-3.0408076669717445,0.03126,0.42102,0.46599,ENJ-USDT,LUNA2-USDT,0,12.13198,0.486
True,-3.5583186819810115,0.00661,0.00767,0.00226,RDNT-USDT,LEVER-USDT,0,31.64487,0.317
True,-3.003022097293754,0.03461,3.17038,1.26558,ENJ-USDT,IMX-USDT,0,38.99406,0.666
True,-3.0911342383047655,0.02722,7.32898,0.31423,RDNT-USDT,MANTA-USDT,0,26.29753,0.877
True,-3.0789713156586616,0.02815,0.83657,-0.03103,RDNT-USDT,CHZ-USDT,0,32.54037,0.736
True,-2.955301996314637,0.03928,40.80463,32.03909,RDNT-USDT,EGLD-USDT,0,29.50969,0.384
True,-3.7597823338570198,0.00335,31.76515,3.66311,RDNT-USDT,XVS-USDT,0,18.58797,0.873
True,-3.416103274084061,0.01042,23.66761,-1.38697,RDNT-USDT,WIF-USDT,0,28.22366,0.734
True,-3.916406146204533,0.00192,4.01552,0.36095,RDNT-USDT,TWT-USDT,0,17.66784,0.881
True,-3.048376058333502,0.03062,0.26593,0.76181,RDNT-USDT,SFP-USDT,0,19.87847,0.138
True,-3.7141674049890145,0.00392,-0.077,0.12291,RDNT-USDT,HBAR-USDT,0,24.48723,-0.13
True,-3.23168851143027,0.01822,0.06947,0.03078,RDNT-USDT,GALA-USDT,0,17.81648,0.472
True,-3.209467387174691,0.01944,-28.34646,112.45721,RDNT-USDT,TRB-USDT,0,71.92681,-0.247
True,-3.196345449679849,0.0202,1.02406,-0.03935,RDNT-USDT,DAR-USDT,0,36.82881,0.894
True,-5.091388871871204,1e-05,2.02948,0.30854,RDNT-USDT,COMBO-USDT,0,15.87196,0.767
True,-3.3906644311009133,0.01128,-1.03162,1.88534,ENJ-USDT,ZETA-USDT,0,24.36376,-0.236
True,-3.2108904627087216,0.01936,0.03678,0.01264,ENJ-USDT,1000SHIB-USDT,0,27.58155,0.842
True,-2.8942323407282595,0.04602,0.509,0.50497,ENJ-USDT,KAVA-USDT,0,24.64344,0.791
True,-3.107407485789091,0.02601,0.1497,0.06135,ENJ-USDT,1000LUNC-USDT,0,18.03814,0.851
True,-2.864538916074151,0.04963,0.17034,-0.02562,ENJ-USDT,1000BONK-USDT,0,29.0892,0.913
True,-3.3037656876715085,0.01471,19.86757,-2.09889,ENJ-USDT,UNFI-USDT,0,35.42041,0.874
True,-3.028443705562968,0.03232,0.0136,0.00327,ENJ-USDT,STMX-USDT,0,19.36502,0.911
True,-3.852412616779519,0.00241,43.42328,3.99226,SKL-USDT,AXS-USDT,0,23.1697,0.894
True,-2.9760350311260066,0.03719,8.88069,-0.90018,CTSI-USDT,ONDO-USDT,0,27.86885,0.889
True,-3.579056323156807,0.00617,-1.79066,1.92844,CTSI-USDT,ZETA-USDT,0,23.27671,-0.174
True,-3.088340962578438,0.02743,0.01015,0.78167,DYM-USDT,SFP-USDT,0,19.39877,0.157
True,-3.597890044515818,0.0058,-0.00593,0.12591,DYM-USDT,HBAR-USDT,0,23.86647,-0.287
True,-3.2454337245215417,0.0175,-0.00071,0.00772,DYM-USDT,XVG-USDT,0,21.72962,-0.31
True,-3.425611203293645,0.01012,0.00247,0.03649,DYM-USDT,GALA-USDT,0,16.37133,0.272
True,-3.482850378335699,0.00844,-0.00121,0.02961,DYM-USDT,CELR-USDT,0,22.84908,-0.269
True,-3.0224731899572803,0.03285,-52.82507,261.89259,DYM-USDT,TRB-USDT,0,37.85119,-0.465
True,-2.877142027580762,0.04807,0.09451,4.79525,DYM-USDT,GAS-USDT,0,28.09381,0.187
True,-2.908199915282696,0.0444,-1.45837,31.32946,DYM-USDT,NMR-USDT,0,40.50062,-0.103
True,-2.886097532425474,0.04699,0.80869,6.2759,DYM-USDT,ATOM-USDT,0,31.9769,0.648
True,-3.057002263898349,0.0299,0.00183,0.01837,DYM-USDT,ZIL-USDT,0,29.38486,0.507
True,-3.0429348445237143,0.03107,0.06501,0.49649,DYM-USDT,COMBO-USDT,0,20.04437,0.57
True,-3.0877453978301523,0.02747,0.01405,0.76971,DYM-USDT,EOS-USDT,0,33.37726,0.172
True,-3.328940075433459,0.01363,-0.12775,1.48821,DYM-USDT,JUP-USDT,0,28.05104,-0.362
True,-3.6803691689468447,0.0044,1.56648,1.07918,FTM-USDT,IMX-USDT,0,25.29028,0.836
True,-3.026067563807459,0.03253,0.08768,0.53292,FTM-USDT,LUNA2-USDT,0,13.61148,0.286
True,-3.3779117764905795,0.01174,0.00068,0.00317,FTM-USDT,LEVER-USDT,0,31.17186,0.162
True,-3.204383234565874,0.01973,0.53196,0.10761,FTM-USDT,ZRX-USDT,0,29.42113,0.882
True,-3.1287798320923104,0.0245,0.1883,0.39284,FTM-USDT,STORJ-USDT,0,32.10737,0.688
True,-3.011033876417747,0.03388,1.28093,2.37487,FTM-USDT,MASK-USDT,0,30.51597,0.727
True,-3.3153642443544045,0.01421,2.48062,37.7568,FTM-USDT,EGLD-USDT,0,24.32709,0.191
True,-3.258947083590992,0.01682,-0.06733,2.60319,DYM-USDT,WAVES-USDT,0,29.32132,-0.215
True,-3.1475802078463904,0.02323,-1.36039,7.36146,DYM-USDT,UMA-USDT,0,24.04626,-0.615
True,-3.093214017549244,0.02706,0.02609,0.79151,FTM-USDT,SFP-USDT,0,19.23455,0.082
True,-2.9080350288274297,0.04442,-0.26203,2.57999,DYM-USDT,MTL-USDT,0,29.02825,-0.487
True,-3.39475298674868,0.01114,17.555,0.08318,ONE-USDT,CRV-USDT,0,23.52209,0.917
True,-3.27731090274065,0.01592,28.54543,0.08301,ONE-USDT,OMG-USDT,0,23.81811,0.943
True,-3.2290207722907107,0.01837,539.72865,18.32014,ONE-USDT,DASH-USDT,0,21.58139,0.918
True,-3.0816684124759868,0.02794,1067.6257,5.00169,ONE-USDT,NMR-USDT,0,27.91677,0.901
True,-3.256012492442089,0.01696,128.73204,1.72133,ONE-USDT,FXS-USDT,0,24.53622,0.901
True,-3.2085375414612503,0.0195,952.5916,10.2907,ONE-USDT,KSM-USDT,0,27.54853,0.856
True,-2.9345971297891085,0.04147,9.98499,0.48063,ONE-USDT,COMBO-USDT,0,24.81908,0.571
True,-3.0711184266788387,0.02877,13.67901,0.52828,ONE-USDT,EOS-USDT,0,28.34201,0.774
True,-2.8718421131693823,0.04872,6.70106,0.20004,ONE-USDT,SXP-USDT,0,26.88793,0.844
True,-2.9645776921690286,0.03834,566.48636,-6.42716,ONE-USDT,PENDLE-USDT,0,30.31112,0.852
True,-3.0099986424321954,0.03397,-0.08453,1.80528,DYM-USDT,ZETA-USDT,0,27.3836,-0.116
True,-2.921092662411616,0.04295,-1.76546,68.54059,DYM-USDT,BSV-USDT,0,32.37787,-0.106
True,-3.1179484535989146,0.02525,0.02073,0.12512,DYM-USDT,ALGO-USDT,0,30.5901,0.67
True,-2.8874645084777235,0.04683,0.09348,0.06469,DYM-USDT,ALT-USDT,0,34.97504,0.812
True,-3.082306442177782,0.02789,-0.20235,2.86517,DYM-USDT,IMX-USDT,0,32.37885,-0.324
True,-3.0987092625567394,0.02665,0.02921,0.51415,DYM-USDT,LUNA2-USDT,0,13.56714,0.327
True,-3.0572357457752575,0.02988,-1.47979,10.62567,DYM-USDT,TON-USDT,0,31.52581,-0.577
True,-3.5937742524260887,0.00588,8e-05,0.00345,DYM-USDT,LEVER-USDT,0,29.54409,0.231
True,-3.2776610315002754,0.01591,2.28698,32.94814,DYM-USDT,EGLD-USDT,0,23.22863,0.418
True,-3.0766165454478287,0.02833,1.21407,0.88764,FTM-USDT,MTL-USDT,0,26.24559,0.845
True,-3.742777187184077,0.00355,0.90889,1.7136,FTM-USDT,WAVES-USDT,0,20.28754,0.826
True,-3.2876245683356764,0.01544,0.92485,-0.07923,CTSI-USDT,TOKEN-USDT,0,18.53036,0.927
True,-3.9850828199503754,0.00149,2.47187,-0.07903,OCEAN-USDT,FET-USDT,0,4.27113,0.996
True,-3.3022633004927116,0.01478,0.00399,0.4975,SSV-USDT,KAVA-USDT,0,19.91219,0.797
True,-3.3984256112466125,0.01101,0.41647,18.35929,SSV-USDT,AVAX-USDT,0,45.98206,0.81
True,-3.024359356570381,0.03268,0.00121,0.13467,SSV-USDT,ALGO-USDT,0,30.73726,0.67
True,-4.0076770492159115,0.00137,8e-05,0.00417,SSV-USDT,STMX-USDT,0,35.84554,0.847
True,-3.2921443631846494,0.01523,0.00296,0.47442,SSV-USDT,LUNA2-USDT,0,11.92771,0.601
True,-3.632894105797693,0.00516,0.00236,0.42198,SSV-USDT,XRP-USDT,0,14.9331,0.812
True,-3.5538485817260663,0.00671,0.0,0.00366,SSV-USDT,LEVER-USDT,0,29.27665,0.093
True,-3.4413531638063963,0.00963,0.00771,0.56846,SSV-USDT,FLOW-USDT,0,23.22048,0.886
True,-3.384717797257051,0.01149,0.00405,0.36469,SSV-USDT,STORJ-USDT,0,25.956,0.826
True,-3.2440966605938804,0.01757,0.02519,2.28342,SSV-USDT,MASK-USDT,0,26.93037,0.828
True,-3.2878904392131343,0.01543,0.07337,36.53737,SSV-USDT,EGLD-USDT,0,24.93146,0.227
True,-2.908105734093043,0.04441,0.00044,0.08942,SSV-USDT,XLM-USDT,0,21.84752,0.707
True,-3.1118692681528075,0.02569,0.00021,0.80252,SSV-USDT,SFP-USDT,0,19.23469,0.112
True,-3.21457596763906,0.01916,0.01205,1.8955,SSV-USDT,WAVES-USDT,0,32.64519,0.58
True,-4.331954480103296,0.00039,0.00682,0.65345,SSV-USDT,XTZ-USDT,0,14.59159,0.886
True,-3.268379666451358,0.01635,0.00012,0.10339,SSV-USDT,HBAR-USDT,0,31.19296,0.109
True,-3.6477497998785506,0.00491,0.00022,0.03445,SSV-USDT,GALA-USDT,0,14.75955,0.481
True,-2.9679374735047492,0.038,6e-05,0.0237,SSV-USDT,CELR-USDT,0,32.74402,0.224
True,-3.410389324670481,0.01061,0.1695,22.28772,SSV-USDT,DASH-USDT,0,25.58924,0.818
True,-3.171376601758542,0.0217,-0.0047,1.75691,SSV-USDT,ZETA-USDT,0,26.48668,-0.188
True,-3.056019208966611,0.02998,0.35963,0.47274,OCEAN-USDT,EOS-USDT,0,28.3638,0.688
True,-3.0327538577315263,0.03195,0.02703,0.08796,FTM-USDT,HBAR-USDT,0,32.38039,0.443
True,-2.951131395279814,0.03972,0.14239,0.55303,OCEAN-USDT,COMBO-USDT,0,29.39634,0.259
True,-2.902948477529143,0.04501,0.00293,0.0034,FTM-USDT,XVG-USDT,0,27.95384,0.565
True,-3.266629064103835,0.01644,0.00966,0.03637,FTM-USDT,GALA-USDT,0,15.6908,0.461
True,-3.152480038729083,0.02291,0.00871,0.01944,FTM-USDT,CELR-USDT,0,25.98096,0.683
True,-3.176929701231128,0.02136,8.78592,22.77746,FTM-USDT,DASH-USDT,0,28.94779,0.743
True,-3.0275063527635946,0.0324,1.1112,4.22555,FTM-USDT,GAS-USDT,0,23.66282,0.599
True,-2.9453328746599756,0.04032,17.60824,13.64417,FTM-USDT,NMR-USDT,0,34.59413,0.779
True,-3.310997414617374,0.01439,0.10957,0.60344,FTM-USDT,COMBO-USDT,0,24.44245,0.292
True,-3.1492709414378055,0.02312,0.21157,0.6497,FTM-USDT,EOS-USDT,0,28.41271,0.591
True,-4.125028842913861,0.00088,0.04958,0.04556,FTM-USDT,LOOM-USDT,0,24.79322,0.894
True,-3.8456963913950553,0.00247,0.86115,0.45803,FTM-USDT,JUP-USDT,0,19.9784,0.893
True,-3.6040468063093942,0.00568,39.47363,26.2557,OCEAN-USDT,BSV-USDT,0,20.11097,0.787
True,-3.117363465583098,0.02529,0.0297,0.02037,OCEAN-USDT,1000XEC-USDT,0,26.52994,0.758
True,-2.879411454774569,0.0478,2.00047,0.39162,OCEAN-USDT,IMX-USDT,0,37.18715,0.696
True,-3.3728212505308757,0.01192,0.00154,0.00225,OCEAN-USDT,LEVER-USDT,0,33.35519,0.121
True,-3.5682246759458027,0.0064,10.27509,29.98566,OCEAN-USDT,EGLD-USDT,0,29.14568,0.43
True,-3.438529661943713,0.00971,-0.07248,0.87954,OCEAN-USDT,SFP-USDT,0,15.78248,-0.257
True,-3.4292076866004586,0.01,0.06581,0.04668,OCEAN-USDT,HBAR-USDT,0,24.94827,0.676
True,-3.3589248159182716,0.01244,0.02073,0.02425,OCEAN-USDT,GALA-USDT,0,14.24972,0.642
True,-3.7117667266681185,0.00395,2.15591,3.04502,OCEAN-USDT,GAS-USDT,0,19.00208,0.78
True,-3.175350531480215,0.02146,0.57114,0.03193,ONE-USDT,GALA-USDT,0,16.27994,0.539
True,-2.9434853804248458,0.04052,0.72224,0.09363,ONE-USDT,HBAR-USDT,0,36.01377,0.19
True,-2.970881326264387,0.0377,17.28661,0.58553,ONE-USDT,XTZ-USDT,0,29.75689,0.818
True,-3.077373305965037,0.02827,0.90311,0.62389,CTSI-USDT,EOS-USDT,0,30.08252,0.786
True,-3.4161743850653585,0.01042,3.05756,0.42751,CTSI-USDT,LQTY-USDT,0,21.83157,0.945
True,-3.0284051651080124,0.03233,0.15788,1.39047,AXL-USDT,ZETA-USDT,0,29.46449,0.254
True,-2.901806214965829,0.04514,1.99988,1.24415,AXL-USDT,MAVIA-USDT,0,28.92089,0.767
True,-3.195540509081459,0.02024,-22.43648,42.29609,AXL-USDT,LPT-USDT,0,31.83035,-0.722
True,-3.2332190147131463,0.01814,-2.31095,4.85323,AXL-USDT,PHB-USDT,0,35.50153,-0.538
True,-3.3809290712044264,0.01163,-0.57155,2.87788,AXL-USDT,IMX-USDT,0,28.53069,-0.486
True,-3.022654673075278,0.03283,0.02362,0.57469,AXL-USDT,LUNA2-USDT,0,13.93062,0.095
True,-3.0482525309397364,0.03063,-1.08145,4.23318,AXL-USDT,RLC-USDT,0,34.23822,-0.192
True,-3.054780489228018,0.03009,-2.80283,9.26019,AXL-USDT,TON-USDT,0,39.08606,-0.42
True,-3.0413517056226986,0.03121,-44.47334,636.03612,AXL-USDT,BNB-USDT,0,29.21245,-0.391
True,-3.025793145322724,0.03255,-0.0349,0.57325,AXL-USDT,STORJ-USDT,0,32.24539,-0.245
True,-3.6810725221644662,0.00439,5.34922,33.98076,AXL-USDT,EGLD-USDT,0,20.31351,0.537
True,-3.6876172042459703,0.00429,-0.64326,2.49383,AXL-USDT,MTL-USDT,0,23.51003,-0.569
True,-3.6333748336560756,0.00515,-2.89535,6.44367,AXL-USDT,UMA-USDT,0,24.22152,-0.466
True,-3.2760291825275827,0.01598,-0.13317,2.54704,AXL-USDT,WAVES-USDT,0,30.13673,-0.263
True,-3.659854111225183,0.00471,-0.00179,0.00753,AXL-USDT,XVG-USDT,0,19.31523,-0.343
True,-3.3509044478009895,0.01275,0.00413,0.03936,AXL-USDT,GALA-USDT,0,16.22425,0.175
True,-3.3417888588866336,0.01311,-0.0019,0.02809,AXL-USDT,CELR-USDT,0,25.51506,-0.141
True,-3.2589312222212694,0.01682,-94.59787,207.36817,AXL-USDT,TRB-USDT,0,43.53497,-0.277
True,-2.894370150868542,0.04601,47.35643,-4.52913,CTSI-USDT,PENDLE-USDT,0,30.9805,0.94
True,-3.5536758404370645,0.00671,0.92474,0.49544,CTSI-USDT,COMBO-USDT,0,18.87781,0.694
True,-3.086818413499565,0.02754,1.41194,0.78222,ONE-USDT,SFP-USDT,0,19.53523,0.125
True,-3.2617203243826727,0.01668,77.42546,13.93958,CTSI-USDT,KSM-USDT,0,24.08184,0.871
True,-3.4287232038811943,0.01002,0.2379,0.05964,CTSI-USDT,1000LUNC-USDT,0,17.3676,0.89
True,-3.0442666803299097,0.03096,0.27454,-0.02836,CTSI-USDT,1000BONK-USDT,0,27.8018,0.901
True,-3.4935391979204047,0.00815,0.81867,0.4302,CTSI-USDT,LUNA2-USDT,0,10.36076,0.719
True,-3.1467990260980914,0.02328,420.11795,-21.35134,CTSI-USDT,METIS-USDT,0,47.77872,0.914
